,0
329,"['computational', 'approach', 'identify', 'hidden', 'pharmacological', 'potential', 'large', 'chemical', 'library', 'improve', 'discovery', 'effective', 'le', 'toxic', 'pharmaceutical', 'agent', 'large', 'virtual', 'repository', 'synthesizable', 'molecule', 'generated', 'increase', 'explored', 'chemical-pharmacological', 'space', 'diversity', 'library', 'include', 'billion', 'structural', 'formula', 'drug-like', 'molecule', 'associated', 'data', 'synthetic', 'scheme', 'required', 'building', 'block', 'estimated', 'physical-chemical', 'parameter', 'etc', 'clearly', 'repository', 'big', 'data', 'thus', 'identify', 'promising', 'compound', 'required', 'pharmacological', 'property', 'hit', 'among', 'billion', 'available', 'opportunity', 'special', 'computational', 'method', 'necessary', 'proposed', 'using', 'combined', 'computational', 'approach', 'combine', 'structural', 'similarity', 'assessment', 'machine', 'learning', 'molecular', 'modeling', 'approach', 'validated', 'project', 'aimed', 'finding', 'new', 'pharmaceutical', 'agent', 'hiv/aids', 'associated', 'comorbidities', 'synthetically', 'accessible', 'virtual', 'inventory', 'savi', '1.75', 'billion', 'compound', 'database', 'potential', 'inhibitor', 'hiv-1', 'protease', 'reverse', 'transcriptase', 'agonist', 'toll-like', 'receptor', 'sting', 'affecting', 'innate', 'immunity', 'computationally', 'identified', 'activity', 'three', 'synthesized', 'compound', 'confirmed', 'cell-based', 'assay', 'compound', 'belong', 'chemical', 'class', 'agonistic', 'effect', 'tlr', '7/8', 'previously', 'shown', 'synthesis', 'biological', 'testing', 'several', 'dozen', 'compound', 'predicted', 'antiretroviral', 'activity', 'currently', 'taking', 'place', 'nci/nih', 'also', 'carried', 'virtual', 'screening', 'among', 'one', 'billion', 'substance', 'find', 'compound', 'potentially', 'possessing', 'anti-sars-cov-2', 'activity', 'selected', 'hit', 'information', 'accepted', 'european', 'initiative', 'jedi', 'grand', 'challenge', 'covid-19', 'synthesis', 'biological', 'evaluation', 'possibility', 'limitation', 'approach', 'discussed']"
330,"['parallel', 'traditional', 'programming', 'complex', 'algorithm', 'using', 'procedure', 'planning', 're-entry', 'new', 'approach', 'programming', 'algorithm', 'reduced', 'generation', 'series', 'similar', 'subtasks', 'planning', 'sequence', 'decision', 'according', 'strategy', 'queue', 'stack', 'deque', 'offered', 'approach', 'proposes', 'new', 'formalism', 'include', 'high-level', 'programming', 'language', 'procedure', 'planning', 're-entry', 'semantics', 'procedure', 'described', 'application', 'mentioned', 'fundamental', 'strategy', 'parallelizing', 'implemented', 'using', 'procedure', 'vectorization', 'pipelining', 'task', 'pool', 'arbitrary', 'computing', 'topology', 'consisting', 'linked', 'procedure', 'planning', 're-entry', 'also', 'used']"
332,"['improving', 'quantum', 'annealing', 'performance', 'embedded', 'problem', 'recently', 'many', 'researcher', 'investigating', 'quantum', 'annealing', 'solver', 'real-world', 'combinatorial', 'optimization', 'problem', 'however', 'due', 'format', 'problem', 'quantum', 'annealing', 'solves', 'structure', 'physical', 'annealer', 'problem', 'often', 'require', 'additional', 'setup', 'prior', 'solving', 'study', 'setup', 'step', 'affect', 'performance', 'provide', 'insight', 'interplay', 'among', 'using', 'job-shop', 'scheduling', 'problem', 'evaluation', 'show', 'empirical', 'probability', 'success', 'highly', 'sensitive', 'problem', 'setup', 'excess', 'variable', 'large', 'embeddings', 'reduce', 'performance', 'show', 'certain', 'problem', 'instance', 'unable', 'solved', 'without', 'use', 'additional', 'post-processing', 'method', 'finally', 'investigate', 'effect', 'pausing', 'anneal', 'result', 'show', 'pausing', 'within', 'certain', 'time', 'window', 'improve', 'probability', 'success', 'consistent', 'work', 'however', 'also', 'show', 'performance', 'improvement', 'due', 'pausing', 'masked', 'depending', 'property', 'embedding', 'thus', 'special', 'care', 'must', 'taken', 'embedded', 'problem']"
333,"['improving', 'performance', 'job', 'backfilling', 'based', 'job', ""'s"", 'weight', 'back', 'propagation', 'neural', 'network', 'nowadays', 'grid', 'computing', 'environment', 'face', 'many', 'difficulty', 'executing', 'new', 'coming', 'job', 'specially', 'job', 'need', 'large', 'resource', 'requirement', 'long', 'execution', 'time', 'motivate', 'researcher', 'scholar', 'find', 'cheap', 'fast', 'method', 'improve', 'efficiency', 'grid', 'environment', 'one', 'cheap', 'fast', 'method', 'implement', 'scheduling', 'algorithm', 'based', 'cheap', 'fast', 'technique', 'paper', 'proposes', 'new', 'job', 'ranking', 'backfilling', 'algorithm', 'based', 'job', ""'s"", 'weight', 'back', 'propagation', 'neural', 'network', 'clustering', 'algorithm', 'applied', 'cluster', 'job', 'dataset', 'group', 'rank', 'group', 'using', 'experimental', 'ranking', 'equation', 'validate', 'capability', 'robustness', 'proposed', 'algorithm', 'discrete', 'event', 'simulator', 'used', 'average', 'result', 'revealed', 'new', 'algorithm', 'outperforms', 'previous', 'algorithm', 'improvement', 'total', 'execution', 'time', 'average', 'waiting', 'time', '1.19', '6.30', 'respectively', 'sum', 'result', 'proofed', 'proposed', 'model', 'efficient', 'used', 'low', 'overhead', 'real', 'environment']"
335,"['computer', 'design', 'structure', 'molecule', 'high-energy', 'tetrazines', 'calculation', 'thermochemical', 'property', 'article', 'present', 'high-performance', 'calculation', 'using', 'quantum', 'chemical', 'ab', 'initio', 'method', 'thermochemical', 'characteristic', 'high-energy', 'compound', 'c2n6o4', 'c2n6o5', 'c2n6o6', 'c2h2n6o4', 'c3hn7o6', 'c3hn7o4f2', 'c4n10o12', 'c3hn6o4f', 'c4n10o8f4', 'c4n8o8f2', 'ir', 'absorption', 'spectrum', 'structural', 'parameter', 'atomic', 'displacement', 'intense', 'vibration', 'well', 'enthalpy', 'formation', 'provided', 'article', 'calculation', 'performed', 'b3lyp/6-311+g', '2d', 'p', 'level', 'using', 'combined', 'method', 'cbs-4m', 'g4', 'within', 'gaussian', 'application', 'package', 'linda', 'paralellization', 'shown', 'enthalpy', 'formation', 'depends', 'molecule', 'structure']"
337,"['update', 'performance', 'analysis', 'different', 'computational', 'architecture', 'molecular', 'dynamic', 'application', 'protein-protein', 'interaction', 'molecular', 'dynamic', 'proved', 'powerful', 'computer', 'simulation', 'method', 'study', 'dynamic', 'conformational', 'change', 'interaction', 'biological', 'macromolecule', 'complex', 'order', 'achieve', 'best', 'performance', 'efficiency', 'crucial', 'benchmark', 'various', 'hardware', 'platform', 'simulation', 'realistic', 'biomolecular', 'system', 'different', 'size', 'timescale', 'compare', 'performance', 'scalability', 'number', 'commercially', 'available', 'computing', 'architecture', 'using', 'all-atom', 'coarse-grained', 'molecular', 'dynamic', 'simulation', 'water', 'ndc80-microtubule', 'protein', 'complex', 'gromacs-2019.4', 'package', 'report', 'typical', 'single-node', 'performance', 'various', 'combination', 'modern', 'cpu', 'gpus', 'well', 'multiple-node', 'performance', 'lomonosov-2', '”', 'supercomputer', 'data', 'used', 'practical', 'guideline', 'choosing', 'optimal', 'hardware', 'molecular', 'dynamic', 'simulation']"
338,"['developing', 'architecture-independent', 'graph', 'framework', 'modern', 'vector', 'processor', 'nvidia', 'gpus', 'paper', 'describes', 'world-first', 'attempt', 'develop', 'architectural-independent', 'graph', 'framework', 'named', 'vgl', 'aimed', 'different', 'modern', 'architecture', 'high-bandwidth', 'memory', 'currently', 'vgl', 'support', 'two', 'class', 'architecture', 'nec', 'sx-aurora', 'tsubasa', 'vector', 'processor', 'nvidia', 'gpus', 'easily', 'extended', 'class', 'since', 'flexible', 'software', 'structure', 'vgl', 'designed', 'provide', 'user', 'possibility', 'selecting', 'suitable', 'architecture', 'solving', 'specific', 'graph', 'problem', 'given', 'input', 'data', 'return', 'allows', 'significantly', 'outperform', 'existing', 'framework', 'library', 'developed', 'modern', 'multicore', 'cpu', 'nvidia', 'gpus', 'since', 'vgl', 'based', 'unified', 'set', 'computational', 'data', 'abstraction', 'user', 'easily', 'port', 'graph', 'algorithm', 'implementation', 'different', 'target', 'architecture', 'without', 'required', 'modify', 'implementation', 'additionally', 'paper', 'compare', 'optimisation', 'implementation', 'approach', 'graph', 'algorithm', 'nvidia', 'gpu', 'nec', 'sx-aurora', 'tsubasa', 'architecture', 'demonstrating', 'various', 'similar', 'property', 'harsware', 'feature', 'later', 'used', 'porting', 'class', 'problem', 'algorithm', 'architecture']"
339,"['developing', 'architecture-independent', 'graph', 'framework', 'modern', 'vector', 'processor', 'nvidia', 'gpus', 'paper', 'describes', 'first-in-the-world', 'attempt', 'develop', 'architectural-independent', 'graph', 'framework', 'named', 'vgl', 'designed', 'different', 'modern', 'architecture', 'high-bandwidth', 'memory', 'currently', 'vgl', 'support', 'two', 'class', 'architecture', 'nec', 'sx-aurora', 'tsubasa', 'vector', 'processor', 'nvidia', 'gpus', 'however', 'vgl', 'easily', 'extended', 'architecture', 'due', 'flexible', 'software', 'structure', 'vgl', 'designed', 'provide', 'user', 'possibility', 'selecting', 'suitable', 'architecture', 'solving', 'specific', 'graph', 'problem', 'given', 'input', 'data', 'return', 'allows', 'significantly', 'outperform', 'existing', 'framework', 'library', 'developed', 'modern', 'multicore', 'cpu', 'nvidia', 'gpus', 'since', 'vgl', 'us', 'identical', 'set', 'computational', 'data', 'abstraction', 'architecture', 'user', 'easily', 'port', 'graph', 'algorithm', 'different', 'target', 'architecture', 'without', 'source', 'code', 'modification', 'additionally', 'paper', 'show', 'graph', 'algorithm', 'implemented', 'optimised', 'nvidia', 'gpu', 'nec', 'sx-aurora', 'tsubasa', 'architecture', 'demonstrating', 'architecture', 'multiple', 'similar', 'property', 'hardware', 'feature']"
340,"['research', 'emotion', 'recognition', 'based', 'deep', 'learning', 'mental', 'health', 'paper', 'briefly', 'introduced', 'support', 'vector', 'machine', 'svm', 'based', 'convolutional', 'neural', 'network', 'cnn', 'based', 'healthy', 'emotion', 'recognition', 'method', 'improved', 'traditional', 'cnn', 'introducing', 'long', 'short', 'term', 'memory', 'lstm', 'finally', 'carried', 'simulation', 'experiment', 'three', 'emotion', 'recognition', 'model', 'svm', 'traditional', 'cnn', 'improved', 'cnn', 'model', 'self-built', 'face', 'database', 'result', 'showed', 'cnn', 'model', 'converged', 'faster', 'training', 'smaller', 'error', 'stable', 'introducing', 'lstm', 'compared', 'svm', 'traditional', 'cnn', 'model', 'improved', 'cnn', 'higher', 'recognition', 'accuracy', 'facial', 'expression', 'time', 'consumed', 'improved', 'cnn', 'model', 'shortest', 'training', 'testing', 'stage']"
342,"['prediction', 'estimation', 'book', 'borrowing', 'library', 'data', 'mining', 'library', 'prediction', 'estimation', 'book', 'borrowing', 'play', 'important', 'role', 'library', 'work', 'based', 'data', 'mining', 'method', 'paper', 'analyzed', 'prediction', 'estimation', 'book', 'borrowing', 'firstly', 'radial', 'basis', 'function', 'neural', 'network', 'rbfnn', 'analyzed', 'improved', 'ant', 'colony', 'algorithm', 'iaco', 'used', 'obtain', 'optimal', 'parameter', 'rbfnn', 'iaco-rbfnn', 'model', 'established', 'realize', 'prediction', 'estimation', 'book', 'borrowing', 'result', 'showed', 'improved', 'model', 'advantage', 'training', 'time', 'iteration', 'time', 'error', 'compared', 'bpnn', 'rbfnn', 'result', 'book', 'prediction', 'estimation', 'showed', 'result', 'obtained', 'iaco-rbfnn', 'model', 'closer', 'actual', 'book', 'borrowing', 'situation', 'smaller', 'error', 'higher', 'precision', '97.09', '%', 'precision', '11.18', '%', '4.74', '%', 'higher', 'bpnn', 'rbfnn', 'respectively', 'training', 'time', 'testing', 'time', 'iaco-rbfnn', 'model', '5.12', '1.03', 'respectively', 'significantly', 'shorter', 'two', 'method', 'result', 'show', 'iaco-rbfnn', 'model', 'good', 'performance', 'prediction', 'estimation', 'book', 'borrowing', 'promoted', 'applied', 'practice']"
343,"['evaluating', 'performance', 'mixed', 'precision', 'linear', 'solver', 'iterative', 'refinement', 'solution', 'system', 'linear', 'algebraic', 'equation', 'among', 'time-consuming', 'problem', 'performing', 'numerical', 'simulation', 'one', 'possible', 'way', 'improving', 'corresponding', 'solver', 'performance', 'use', 'reduced', 'precision', 'calculation', 'however', 'may', 'affect', 'accuracy', 'obtained', 'solution', 'current', 'paper', 'analyzes', 'potential', 'using', 'mixed', 'precision', 'iterative', 'refinement', 'procedure', 'solve', 'system', 'equation', 'occurring', 'result', 'discretization', 'elliptic', 'differential', 'equation', 'paper', 'compare', 'several', 'inner', 'solver', 'stopping', 'criterion', 'proposes', 'one', 'allowing', 'eliminate', 'residual', 'deviation', 'minimize', 'number', 'extra', 'iteration', 'presented', 'numerical', 'calculation', 'result', 'demonstrate', 'efficiency', 'adopted', 'algorithm', 'show', 'decrease', 'solution', 'time', 'factor', '1.5', 'turbulent', 'flow', 'simulation', 'using', 'iterative', 'refinement', 'procedure', 'solve', 'corresponding', 'pressure', 'poisson', 'equation']"
344,"['bayesian', 'inference', 'spatial', 'lag', 'quantile', 'regression', 'model', 'parameter', 'paper', 'us', 'bayesian', 'technology', 'spatial', 'lag', 'quantile', 'regression', 'model', 'statistical', 'inference', 'priori', 'hypothesis', 'model', 'parameter', 'normal', 'distribution', 'double', 'exponential', 'distribution', 'respectively', 'parameter', 'construction', 'method', 'bayesian', 'inference', 'proposed', 'finally', 'numerical', 'simulation', 'empirical', 'test', 'applied', 'small', 'sample', 'focusing', 'accuracy', 'robustness', 'estimation', 'method', 'prior', 'hypothesis', 'two', 'parameter', 'result', 'numerical', 'simulation', 'show', 'precision', 'estimated', 'parameter', 'different', 'quantile', 'consistently', 'high', 'financial', 'data', 'demonstration', 'also', 'show', 'estimation', 'method', 'good', 'effect', 'innovation', 'paper', 'lie', 'construction', 'new', 'estimation', 'method', 'quantile', 'regression', 'model', 'parameter', 'addition', 'sample', 'prior', 'information', 'improves', 'precision', 'estimated', 'parameter', 'especially', 'economic', 'financial', 'field', 'data', 'severe', 'thick-tail', 'characteristic', 'spatial', 'correlation', 'method', 'provides', 'theoretical', 'analysis', 'tool', 'used', 'reference']"
345,"['concept', 'low-level', 'fog', 'computing', 'industrial', 'iot', 'rapid', 'development', 'industrial', 'internet', 'thing', 'lead', 'exponential', 'increase', 'data', 'flowing', 'enterprise', 'telecommunication', 'network', 'implementation', 'layer', 'fog', 'computing', 'industrial', 'internet', 'thing', 'allows', 'device', 'enterprise', 'connected', 'single', 'network', 'simplifying', 'interaction', 'scada', 'service', 'mean', 'remote', 'control', 'monitoring', 'diagnostics', 'however', 'approach', 'also', 'lead', 'increase', 'traffic', 'industrial', 'network', 'condition', 'wireless', 'unstable', 'connection', 'device', 'impairs', 'reliability', 'interaction', 'time', 'control', 'system', 'data', 'collection', 'board', 'based', 'general-purpose', 'microcontrollers', 'programmable', 'logic', 'controller', 'case', 'serial', 'purchase', 'often', 'free', 'resource', 'might', 'used', 'optimize', 'machine-to-machine', 'communication', 'paper', 'describes', 'concept', 'spreading', 'fog', 'computing', 'endpoint', 'device', 'simplifies', 'ability', 'dynamically', 'connect', 'device', 'mesh', 'enterprise', 'network', 'use', 'free', 'resource', 'distributed', 'computing', 'reprogram', 'fly', 'isolate', 'network', 'section', 'result', 'show', 'proposed', 'concept', 'allows', 'increase', 'efficiency', 'processing', 'data', 'storage', 'industrial', 'internet', 'thing']"
346,"['hierarchical', 'model', 'machine-to-machine', 'communication', 'paper', 'discus', 'hierarchical', 'model', 'machine-to-machine', 'communication', 'condition', 'modern', 'industry', 'paper', 'contains', 'review', 'existing', 'industrial', 'communication', 'protocol', 'approach', 'organize', 'existing', 'protocol', 'stack', 'based', 'osi', 'model', 'structure', 'indicated', 'interconnection', 'device', 'communication', 'channel', 'significantly', 'different', 'characteristic', 'expedient', 'group', 'protocol', 'need', 'specific', 'device', 'proposed', 'model', 'aimed', 'form', 'basis', 'creating', 'methodology', 'building', 'computer', 'network', 'complex', 'topology', 'capable', 'smooth', 'interconnection', 'various', 'smart', 'device', 'local', 'segment', 'internet']"
347,"['ber', 'performance', 'bpsk', 'modulation', 'bidirectional', 'df', 'relay', 'network', 'paper', 'analyzes', 'bit', 'error', 'rate', 'ber', 'binary', 'phase', 'shift', 'keying', 'bpsk', 'modulation', 'bidirectional', 'decode', 'forward', 'df', 'relay', 'network', 'pair', 'user', 'exchange', 'information', 'df', 'relay', 'previous', 'work', 'directly', 'applied', 'ber', 'result', 'oneway', 'transmission', 'bidirectional', 'counterpart', 'however', 'two', 'link', 'bidirectional', 'relay', 'network', 'independent', 'coupled', 'coupled', 'scenario', 'obtain', 'exact', 'expression', 'ber', 'extend', 'result', 'case', 'generalized', 'noise']"
348,"['actor-model', 'based', 'distributed', 'k-means', 'algorithm', 'cluster', 'commodity', 'machine', 'k-means', 'algorithm', 'well-known', 'unsupervised', 'machine', 'learning', 'technique', 'aim', 'splitting', 'given', 'data', 'set', 'fixed', 'number', 'cluster', 'via', 'iterative', 'refinement', 'approach', 'technique', 'applied', 'several', 'field', 'image', 'processing', 'recommender', 'system', 'bioinformatics', 'social', 'network', 'analysis', 'running', 'k-means', 'clustering', 'huge', 'multidimensional', 'data', 'set', 'usually', 'take', 'considerable', 'amount', 'time', 'time', 'significantly', 'reduced', 'running', 'clustering', 'parallel', 'distributed', 'manner', 'paper', 'propose', 'parallel', 'distributed', 'k-means', 'clustering', 'algorithm', 'using', 'actor', 'model', 'proposed', 'algorithm', 'designed', 'run', 'cluster', 'commodity', 'machine', 'connected', 'peer-to-peer', 'fashion', 'managed', 'gossip', 'protocol', 'clustering', 'algorithm', 'implemented', 'using', 'akka', 'framework', 'run', 'decentralized', 'peer-to-peer', 'based', 'cluster', 'built', 'using', 'akka', 'cluster', 'performance', 'evaluation', 'illustrates', 'proposed', 'algorithm', 'scale', 'well', 'efficiently', 'run', 'cluster', 'commodity', 'machine', 'moreover', 'result', 'suggest', 'iterative', 'algorithm', 'also', 'utilize', 'proposed', 'system', 'achieve', 'performance', 'improvement']"
349,"['chromosome', 'compartmentalization', 'change', 'cell', 'differentiation', 'alteration', 'large-scale', '3d', 'organization', 'chromosome', 'stem', 'cell', 'differentiation', 'studied', 'polymer', 'modeling', 'heteropolymer', 'model', 'human', 'interphase', 'chromosome', 'introduced', 'reproduces', 'experimental', 'hi-c', 'contact', 'map', 'human', 'chromosome', 'embryonic', 'stem', 'differentiated', 'cell', 'model', 'based', 'analysis', 'hi-c', 'data', 'reveals', 'compartmentalization', 'replacement', 'cell', 'differentiation', 'model', 'provides', 'conceptual', 'basis', 'integration', 'data', 'chromatin', 'interaction', '3d', 'structure', 'chromosome', 'gene', 'expression', 'stem', 'cell', 'differentiation']"
351,"['impact', 'rural', 'electrification', 'poverty', 'reduction', 'horo', 'guduru', 'wollega', 'zone', 'oromia', 'regional', 'state', 'case', 'jima', 'genet', 'woreda', 'abstractthis', 'study', 'focus', 'impact', 'rural', 'electrification', 'reducing', 'poverty', 'jima', 'genet', 'district', 'three', 'stage', 'sampling', 'technique', 'used', 'select', 'total', 'respondent', 'study', 'grid', 'without', 'grid', 'service', 'respectively', '.descriptive', 'analysis', 'like', 'pie', 'chart', 'bar', 'graph', 'table', 'percentage', 'psm', 'econometric', 'model', 'used', 'data', 'analysis', 'result', 'study', 'reveals', 'le', 'five', 'percent', 'rural', 'population', 'study', 'area', 'using', 'network', 'electricity', 'service', 'study', 'identified', 'among', 'others', 'wood', 'metal', 'work', 'barber', 'service', 'beauty', 'salon', 'grain', 'milling', 'income', 'generating', 'activity', 'influenced', 'presence', 'grid', 'electricity', 'hand', 'lack', 'good', 'governance', 'individual', 'illegal', 'cut', 'tree', 'electric', 'pole', 'lack', 'reliability', 'service', 'low', 'application', 'standard', 'higher', 'bill', 'challenge', 'associated', 'grid', 'electricity', 'service', 'shortage', 'supply', 'like', 'transformer', 'kwhm', 'accessory', 'concrete', 'pole', 'truck', 'transportation', 'shortage', 'skilled', 'manpower', 'rural', 'village', 'kebeles', 'project', 'quality', 'problem', 'le', 'experienced', 'contractor', 'contractor', 'lack', 'commitment', 'accomplish', 'project', 'absence', 'rehabilitation', 'major', 'challenge', 'rural', 'electricity', 'furthermore', 'study', 'recommends', 'government', 'development', 'partner', 'secure', 'necessary', 'financial', 'resource', 'invest', 'rural', 'electrification', 'addition', 'attention', 'given', 'government', 'increase', 'good', 'governance', 'bringing', 'cooperation', 'society', 'eepco', 'expert', 'develop', 'transparency']"
353,"['allegation', 'ethio-eritrea', 'relation', 'sub-regional', 'integration', 'conspire', 'horn', 'africa', 'article', 'aimed', 'analyzing', 'new', 'phase', 'rapprochement', 'ethio-eretrea', 'relation', 'negation', 'harmony', 'horn', 'africa', 'integration', 'horn', 'african', 'state', 'study', 'adopted', 'qualitative', 'research', 'methodology', 'approach', 'explain', 'allegation', 'efhio-eretrea', 'relation', 'implication', 'sub-regional', 'integration', 'initiative', 'region', 'relation', 'state', 'shared', 'border', 'never', 'demarcated', 'cause', 'ceasefire', 'resulted', 'hundred', 'thousand', 'soldier', 'faced', 'trench', 'dug', 'along', 'border', 'backed', 'heavy', 'artillery', 'massive', 'armament', 'side', 'entire', 'border', 'closed', 'since', 'may', 'creating', 'vast', 'scar', 'across', 'horn', 'africa', 'disrupting', 'trade', 'separating', 'family', 'hampering', 'development', 'relief', 'effort', 'cutting', 'ethiopia', 'access', 'sea', 'two', 'decade', 'two', 'brotherly', 'wood', 'war', 'signed', 'declaration', 'peace', 'july', 'formally', 'ending', 'war', 'country', 'setting', 'stage', 'new', 'era', 'harmonious', 'relation', 'agreement', 'specified', 'transport', 'trade', 'communication', 'link', 're-established', 'ability', 'make', 'phone', 'call', 'country', 'restored', 'flight', 'nation', 'resumed', 'plan', 'revive', 'embassy', 'respective', 'capital', 'going', 'study', 'researcher', 'recommended', 'peace', 'need', 'individual', 'rather', 'worldwide', 'state', 'also', 'nation', 'region', 'ought', 'give', 'concern', 'firm', 'solidarity']"
354,"['dynamic', 'supervisor', 'endeavor', 'sustaining', 'primary', 'school', 'oromia', 'regional', 'state', 'east', 'wollega', 'zone', 'arjo', 'cluster', 'resource', 'center/crc', 'abstractthis', 'study', 'carry', 'issue', 'affect', 'supervisor', 'activity', 'sustaining', 'primary', 'school', 'arjo', 'crc', 'study', 'essentially', 'center', 'insufficiency', 'supervision', 'instructional', 'process', 'promoting', 'teacher', 'capability', 'student', 'learning', 'potential', 'main', 'objective', 'study', 'review', 'whether', 'supervisor', 'emancipation', 'role', 'responsibility', 'expected', 'identify', 'major', 'aspect', 'influence', 'supervisor', 'effort', 'supporting', 'educational', 'supervision', 'propose', 'explanation', 'design', 'study', 'mainly', 'descriptive', 'survey', 'sampling', 'purpose', 'sampling', 'used', 'five', 'school', 'respondent', 'selected', 'participated', 'study', 'data', 'collection', 'questionnaire', 'structured', 'interview', 'used', 'necessary', 'data', 'information', 'collected', 'analyzed', 'interpreted', 'result', 'tallied', 'organized', 'presented', 'table', 'percentage', 'used', 'finally', 'major', 'finding', 'almost', 'teacher', 'disclosed', 'supervisor', 'conduct', 'classroom', 'observation', 'semester', 'completion', 'performance', 'evaluation', 'supervisor', 'endeavor', 'regarding', 'curriculum', 'development', 'task', 'rated', 'low', 'item', 'majority', 'teacher', 'average', 'supervisor', 'supervisor', 'teacher', 'disclosed', 'showed', 'attempt', 'supervisor', 'hold', 'pre-observation', 'post', 'observation', 'conference', 'average', 'level', 'measure', 'conclusion', 'stress', 'class-room', 'observation', 'school', 'requiresdevotion', 'practicalsupport', 'along', 'recommendation', 'idea', 'weregiven', 'asoptional', 'tonormalize', 'existing', 'problem']"
356,"['computational', 'resource', 'consumption', 'convolutional', 'neural', 'network', 'training', 'вђ', 'focus', 'memory', 'deep', 'neural', 'network', 'dnns', 'grown', 'popularity', 'recent', 'year', 'thanks', 'increase', 'computing', 'power', 'size', 'relevance', 'data', 'set', 'made', 'possible', 'build', 'complex', 'model', 'include', 'area', 'research', 'application', 'time', 'amount', 'data', 'generated', 'training', 'process', 'model', 'put', 'great', 'pressure', 'capacity', 'bandwidth', 'memory', 'subsystem', 'direct', 'consequence', 'become', 'one', 'biggest', 'bottleneck', 'scalability', 'neural', 'network', 'therefore', 'optimizing', 'workload', 'produced', 'dnns', 'memory', 'subsystem', 'requires', 'detailed', 'understanding', 'access', 'memory', 'interaction', 'processor', 'accelerator', 'device', 'system', 'memory', 'hierarchy', 'however', 'contrary', 'would', 'expected', 'dnn', 'profilers', 'work', 'high', 'level', 'perform', 'analysis', 'model', 'individual', 'layer', 'network', 'leaving', 'aside', 'complex', 'interaction', 'hardware', 'component', 'involved', 'training', 'article', 'show', 'characterization', 'performed', 'using', 'convolutional', 'neural', 'network', 'implemented', 'two', 'popular', 'framework', 'tensorflow', 'pytorch', 'likewise', 'behavior', 'component', 'interaction', 'discussed', 'varying', 'batch', 'size', 'two', 'set', 'synthetic', 'data', 'showing', 'result', 'obtained', 'profiler', 'created', 'study', 'moreover', 'result', 'obtained', 'evaluating', 'alexnet', 'version', 'tensorflow', 'similarity', 'behavior', 'using', 'basic', 'cnn', 'included']"
358,"['face', 'detection', 'performance', 'enhancement', 'using', 'heterogeneous', 'architecture', 'commodity', 'hardware', 'nowadays', 'getting', 'heterogeneity', 'term', 'archi-', 'tectures', 'gpu', 'mic', 'co-processors', 'utilizing', 'co-processors', 'along', 'exiting', 'traditional', 'cpu', 'give', 'algorithm', 'better', 'chance', 'make', 'use', 'architecture', 'achieve', 'faster', 'implementation', 'paper', 'present', 'hybrid', 'implementation', 'face', 'detection', 'de-', 'ployed', 'traditional', 'cpu', 'mic', 'co-processor', 'enhance', 'speed', 'algorithm', '3x', 'compared', 'single', 'architecture', 'individually']"
359,"['hobflops', 'cnns', 'hardware', 'optimized', 'bitslice-parallel', 'floating-point', 'operation', 'convolutional', 'neural', 'network', 'convolutional', 'neural', 'network', 'cnns', 'typically', 'trained', 'using', '16-', '32-bit', 'floating', 'point', 'fp', 'researcher', 'show', 'low-precision', 'floating-point', 'fp', 'highly', 'effective', 'inference', 'low-precision', 'fp', 'implemented', 'field', 'programmable', 'gate', 'array', 'fpga', 'application-specific', 'integrated', 'circuit', 'asic', 'accelerator', 'existing', 'processor', 'generally', 'support', 'custom', 'precision', 'fp.we', 'propose', 'hardware', 'optimized', 'bitslice-parallel', 'floating-point', 'operator', 'hobflops', 'method', 'generating', 'efficient', 'custom-precision', 'emulated', 'bitslice-parallel', 'software', 'fp', 'arithmetic', 'generate', 'custom-precision', 'fp', 'routine', 'optimized', 'using', 'hardware', 'synthesis', 'design', 'flow', 'create', 'circuit', 'provide', 'standard', 'cell', 'library', 'matching', 'bitwise', 'operation', 'target', 'microprocessor', 'architecture', 'code-generator', 'translate', 'hardware', 'circuit', 'bitslice', 'software', 'equivalent', 'exploit', 'bitslice', 'parallelism', 'create', 'wide', '{', 'element', 'vectorized', 'convolutional', 'neural', 'network', 'cnn', 'convolution.hardware', 'optimized', 'bitslice-parallel', 'floating-point', 'operator', 'hobflops', 'multiply', 'accumulate', 'mac', 'performance', 'cnn', 'convolution', 'arm', 'intel', 'processor', 'compared', 'berkeley', 'softfp16', 'equivalent', 'mac', 'hobflops16', 'outperforms', 'softfp16', '8г—', 'intel', 'avx512', 'hobflops', 'offer', 'arbitrary-precision', 'fp', 'custom', 'range', 'precision', 'e.g.', 'hobflops9', 'performs', '6г—', 'performance', 'hobflops16', 'arm', 'neon', 'hobflops', 'allows', 'researcher', 'prototype', 'different', 'level', 'custom', 'fp', 'precision', 'arithmetic', 'software', 'cnn', 'accelerator', 'furthermore', 'hobflops', 'fast', 'custom-precision', 'fp', 'cnns', 'may', 'valuable', 'case', 'memory', 'bandwidth', 'limited']"
